months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,vehicle_age,total_damage,severe_accident,age_group,claim_range
142,30,IN,250/500,2000,1616.58,0,MALE,JD,adm-clerical,polo,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,1,0,3,1,63600,6360,12720,44520,2010,0,14,63600,1,18-30,60k-80k
266,44,IL,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,0,1,2,1,32800,3280,3280,26240,2012,0,12,32800,1,41-50,20k-40k
350,50,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,0,0,2,0,44190,9820,4910,29460,2015,0,9,44190,1,41-50,40k-60k
97,26,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,1,2,2,0,50400,10080,5040,35280,2000,1,24,50400,1,18-30,40k-60k
399,55,IL,500/1000,2000,995.56,0,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,1,1,1,1,88400,17680,8840,61880,2010,0,14,88400,1,51-60,80k+
305,49,IL,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,1,0,2,0,66550,12100,6050,48400,2003,0,21,66550,1,41-50,60k-80k
276,47,IN,100/300,1000,1724.09,0,MALE,PhD,craft-repair,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,1,0,0,0,65780,5980,11960,47840,2014,0,10,65780,0,41-50,60k-80k
257,40,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,0,0,2,1,51810,9420,4710,37680,2002,1,22,51810,1,31-40,40k-60k
78,31,IN,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,board-games,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,0,1,0,0,55660,5060,10120,40480,2009,1,15,55660,1,31-40,40k-60k
129,28,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,0,2,3,0,44640,9920,4960,29760,2005,0,19,44640,1,18-30,40k-60k
283,46,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,0,1,3,0,77660,7060,14120,56480,2004,1,20,77660,1,41-50,60k-80k
85,25,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,Parked Car,?,Trivial Damage,Unknown,SC,Northbend,7529 Solo Ridge,8,1,0,2,2,0,5640,940,940,3760,2005,0,19,5640,0,18-30,0-20k
101,26,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,?,Trivial Damage,Unknown,VA,Arlington,8096 Apache Hwy,4,1,0,2,2,0,3190,580,580,2030,1995,0,29,3190,0,18-30,0-20k
96,30,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,0,0,0,1,53440,0,6680,46760,2004,0,20,53440,1,18-30,40k-60k
121,31,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,0,0,1,1,65250,7250,7250,50750,2002,0,22,65250,0,31-40,60k-80k
176,39,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,0,2,1,0,44280,4920,4920,34440,2008,0,16,44280,0,31-40,40k-60k
159,37,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,1,2,0,0,70290,7810,7810,54670,1999,0,25,70290,1,31-40,60k-80k
120,30,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,0,1,1,1,87100,8710,8710,69680,2000,0,24,87100,0,18-30,80k+
212,35,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,0,1,3,0,50380,4580,4580,41220,1996,0,28,50380,1,31-40,40k-60k
290,45,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,1,2,2,0,64800,12960,6480,45360,2014,1,10,64800,1,41-50,60k-80k
299,42,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,1,1,3,0,70400,12800,12800,44800,2000,0,24,70400,0,41-50,60k-80k
66,26,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,0,2,2,1,57860,0,10520,47340,2008,1,16,57860,1,18-30,40k-60k
334,47,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,?,Minor Damage,Unknown,WV,Northbend,9154 MLK Hwy,3,1,0,0,3,0,6240,960,960,4320,2011,0,13,6240,0,41-50,0-20k
216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,0,2,3,0,66600,16650,11100,38850,2012,1,12,66600,1,31-40,60k-80k
86,28,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,1,0,2,1,70920,11820,11820,47280,2002,0,22,70920,0,18-30,60k-80k
429,56,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,1,2,0,1,39480,6580,6580,26320,2002,0,22,39480,0,51-60,20k-40k
257,43,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,0,2,2,1,63240,10540,5270,47430,2005,0,19,63240,1,41-50,60k-80k
15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,1,1,0,0,67650,12300,6150,49200,2009,0,15,67650,1,31-40,60k-80k
230,39,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,0,1,3,0,74200,14840,14840,44520,2002,1,22,74200,1,31-40,60k-80k
250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,1,1,3,0,64900,12980,12980,38940,2011,0,13,64900,0,41-50,60k-80k
270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,0,1,0,0,35900,7180,3590,25130,2007,1,17,35900,1,41-50,20k-40k
65,26,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,0,1,3,0,52200,5220,10440,36540,2011,0,13,52200,0,18-30,40k-60k
475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,0,0,2,0,78000,6500,13000,58500,2000,0,24,78000,0,51-60,60k-80k
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,1,0,0,0,67200,6720,6720,53760,1995,0,29,67200,0,18-30,60k-80k
256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,0,0,0,0,63250,11500,5750,46000,1997,0,27,63250,1,41-50,60k-80k
229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,1,1,1,1,68760,11460,5730,51570,1995,0,29,68760,1,31-40,60k-80k
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,1,0,2,0,65040,10840,10840,43360,2010,0,14,65040,0,18-30,60k-80k
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,0,1,3,0,82800,20700,13800,48300,2004,1,20,82800,1,31-40,80k+
292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,0,1,0,1,61700,6170,6170,49360,2005,0,19,61700,1,41-50,60k-80k
451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,1,2,1,1,78100,15620,7810,54670,1997,1,27,78100,1,61-70,60k-80k
61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,1,2,1,0,65520,9360,9360,46800,2011,1,13,65520,1,18-30,60k-80k
150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,?,Trivial Damage,Unknown,VA,Arlington,6317 Best St,8,1,1,0,2,0,4500,450,450,3600,1999,0,25,4500,0,18-30,0-20k
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,0,0,2,0,42700,0,6100,36600,2011,1,13,42700,1,41-50,40k-60k
291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,?,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,0,2,2,1,5580,620,620,4340,2005,1,19,5580,0,41-50,0-20k
162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,30700,0,Parked Car,?,Minor Damage,Unknown,NC,Arlington,5480 3rd Ridge,7,1,0,0,0,0,3600,360,720,2520,2013,1,11,3600,0,31-40,0-20k
154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,?,Trivial Damage,Unknown,SC,Northbrook,8864 Tree Ridge,9,1,0,2,0,0,2800,280,280,2240,2015,0,9,2800,0,31-40,0-20k
289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,0,1,0,1,54000,6000,6000,42000,1996,0,28,54000,0,41-50,40k-60k
10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,0,0,2,0,48950,4450,8900,35600,2011,1,13,48950,0,18-30,40k-60k
309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,1,0,1,0,77800,15560,15560,46680,2002,0,22,77800,1,41-50,60k-80k
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,1,2,1,0,52560,11680,5840,35040,1995,0,29,52560,1,51-60,40k-60k
273,41,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,0,1,2,1,44110,4010,8020,32080,2015,0,9,44110,1,41-50,40k-60k
129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,0,1,3,0,74360,13520,6760,54080,2009,0,15,74360,1,18-30,60k-80k
140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,?,Minor Damage,Unknown,WV,Arlington,4585 Francis Ave,2,1,1,1,2,0,6120,680,680,4760,2002,1,22,6120,0,31-40,0-20k
419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,0,0,0,1,62280,5190,10380,46710,2012,0,12,62280,0,51-60,60k-80k
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,0,1,0,1,26730,4860,4860,17010,2006,0,18,26730,1,41-50,20k-40k
72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,0,1,0,0,66200,6620,6620,52960,2013,0,11,66200,1,18-30,60k-80k
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,0,1,2,0,45500,9100,4550,31850,2009,0,15,45500,1,18-30,40k-60k
230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,0,2,0,0,53040,4420,4420,44200,2006,0,18,53040,0,41-50,40k-60k
157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,0,1,2,0,50800,10160,5080,35560,2013,1,11,50800,1,31-40,40k-60k
265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,0,1,3,0,44200,4420,4420,35360,2014,0,10,44200,1,41-50,40k-60k
47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,1,1,3,0,62920,11440,5720,45760,2012,0,12,62920,0,31-40,60k-80k
113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,0,0,2,1,49950,5550,5550,38850,2004,1,20,49950,0,18-30,40k-60k
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,1,0,1,1,56430,6270,6270,43890,1995,1,29,56430,0,41-50,40k-60k
254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,0,2,2,1,100210,18220,18220,63770,2014,0,10,100210,0,41-50,80k+
115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,0,1,0,1,49140,5460,5460,38220,2007,0,17,49140,0,18-30,40k-60k
236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,0,0,1,0,66840,16710,5570,44560,2014,0,10,66840,1,31-40,60k-80k
7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,0,1,2,0,62460,6940,6940,48580,2003,0,21,62460,1,18-30,60k-80k
208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,1,0,1,0,62810,11420,11420,39970,1999,0,25,62810,1,31-40,60k-80k
126,33,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,1,1,2,0,54160,6770,6770,40620,2009,0,15,54160,1,31-40,40k-60k
48,35,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,1,0,2,0,48400,9680,4840,33880,2005,0,19,48400,1,31-40,40k-60k
297,48,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,0,0,0,0,51480,5720,5720,40040,2013,0,11,51480,1,41-50,40k-60k
160,36,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,0,2,1,0,51700,5170,10340,36190,2003,0,21,51700,1,31-40,40k-60k
406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,0,1,2,0,65520,10920,5460,49140,2009,0,15,65520,1,51-60,60k-80k
157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,0,2,2,0,47700,4770,9540,33390,2011,1,13,47700,1,31-40,40k-60k
146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,Vehicle Theft,?,Minor Damage,Unknown,SC,Northbend,4188 Britain Ave,3,1,1,2,0,0,5220,580,580,4060,2015,0,9,5220,0,31-40,0-20k
409,57,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,0,1,0,0,73320,6110,12220,54990,2012,0,12,73320,1,51-60,60k-80k
252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,1,0,2,1,74900,14980,7490,52430,2003,0,21,74900,0,41-50,60k-80k
6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,0,0,1,1,3190,580,290,2320,2015,0,9,3190,0,18-30,0-20k
103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,0,1,0,1,76920,12820,6410,57690,2002,0,22,76920,0,31-40,60k-80k
369,53,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1123 5th Lane,10,2,1,1,3,0,77990,7090,14180,56720,2012,0,12,77990,1,51-60,60k-80k
261,46,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,1,1,0,0,59670,9180,9180,41310,2008,0,16,59670,1,41-50,40k-60k
159,33,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,3,1,2,0,0,44880,8160,4080,32640,2004,1,20,44880,1,31-40,40k-60k
344,51,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,0,0,2,0,82830,7530,15060,60240,2004,0,20,82830,0,51-60,80k+
437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,0,1,3,0,84480,7680,15360,61440,2012,1,12,84480,0,51-60,80k+
65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,0,2,3,0,79800,15960,7980,55860,1999,0,25,79800,1,18-30,60k-80k
280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,3,0,0,3,1,53020,9640,9640,33740,1999,0,25,53020,0,41-50,40k-60k
269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,0,0,0,0,24200,2200,4400,17600,2008,0,16,24200,1,41-50,20k-40k
275,40,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,0,1,3,1,43230,7860,7860,27510,2001,0,23,43230,0,31-40,40k-60k
265,45,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Unknown,NC,Springfield,6957 Weaver Drive,3,1,0,2,3,0,3190,290,580,2320,1995,0,29,3190,0,41-50,0-20k
283,43,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400,Parked Car,?,Minor Damage,Unknown,WV,Northbrook,1512 Rock Lane,9,1,0,0,3,0,5850,1300,650,3900,2006,0,18,5850,0,41-50,0-20k
84,29,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,Parked Car,?,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,1,2,0,1,6820,620,1240,4960,2005,0,19,6820,0,18-30,0-20k
